DSDIID,DSDINGR,DSDBID,DSDBCNAM,DSDBCCAT,DSDBCID
1146.0,SOLARAY HAWTHORN SPECIAL BLEND,137.0,GINGER ROOT,3.0,10000151
1146.0,SOLARAY HAWTHORN SPECIAL BLEND,161.0,HAWTHORN BERRIES,3.0,10000175
1146.0,SOLARAY HAWTHORN SPECIAL BLEND,1144.0,MOTHERWORT (AERIAL),3.0,10001251
1146.0,SOLARAY HAWTHORN SPECIAL BLEND,1145.0,ROSEMARY (LEAF),3.0,10001252
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,160.0,HAWTHORN,3.0,10000174
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,184.0,KELP,3.0,10000198
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,376.0,WOOD BETONY,3.0,10000397
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,1063.0,CAYENNE,3.0,10001163
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,1144.0,MOTHERWORT (AERIAL),3.0,10001251
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,1145.0,ROSEMARY (LEAF),3.0,10001252
1147.0,SOLARAY HAWTHORN MOTHERWORT BLEND,1149.0,SHEPHERD'S PURSE (AERIAL),3.0,10001257
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,63.0,CALCIUM,2.0,10000070
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,84.0,CHROMIUM,2.0,10000093
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,91.0,COBALT,2.0,10000100
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,94.0,COPPER,2.0,10000103
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,177.0,IODINE,2.0,10000191
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,178.0,IRON,2.0,10000192
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,231.0,MAGNESIUM,2.0,10000248
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,236.0,MANGANESE,2.0,10000253
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,243.0,MOLYBDENUM,2.0,10000261
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,285.0,POTASSIUM,4.0,10000303
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,318.0,SELENIUM,2.0,10000338
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,357.0,VANADIUM,2.0,10000378
1154.0,VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND,384.0,ZINC,2.0,10000416
1156.0,FORWARD PLUS DAILY REGIMEN PLANT ENZYME BLEND,9.0,AMYLASE,4.0,10000015
1156.0,FORWARD PLUS DAILY REGIMEN PLANT ENZYME BLEND,72.0,CELLULASE,4.0,10000081
1156.0,FORWARD PLUS DAILY REGIMEN PLANT ENZYME BLEND,225.0,LIPASE,4.0,10000242
1156.0,FORWARD PLUS DAILY REGIMEN PLANT ENZYME BLEND,293.0,PROTEASE,4.0,10000312
1156.0,FORWARD PLUS DAILY REGIMEN PLANT ENZYME BLEND,1245.0,LACTASE,4.0,10001368
1182.0,3-4-3 HERBAL CONCENTRATE,16.0,ASTRAGALUS ROOT,3.0,10000023
1182.0,3-4-3 HERBAL CONCENTRATE,113.0,ECHINACEA ROOT,3.0,10000126
1182.0,3-4-3 HERBAL CONCENTRATE,867.0,ODORLESS GARLIC POWDER,3.0,10000953
1182.0,3-4-3 HERBAL CONCENTRATE,871.0,SCHIZANDRA (FRUIT),3.0,10000957
1182.0,3-4-3 HERBAL CONCENTRATE,1325.0,GREEN KAMUT JUICE POWDER,3.0,10001453
1182.0,3-4-3 HERBAL CONCENTRATE,1326.0,CRANBERRY JUICE POWDER,3.0,10001454
1182.0,3-4-3 HERBAL CONCENTRATE,1327.0,BURDOCK ROOT EXTRACT,3.0,10001455
1182.0,3-4-3 HERBAL CONCENTRATE,1328.0,SENNA SEED,3.0,10001456
1182.0,3-4-3 HERBAL CONCENTRATE,1329.0,MILK THISTLE (LEAF),3.0,10001457
1182.0,3-4-3 HERBAL CONCENTRATE,1330.0,BEET ROOT POWDER,3.0,10001458
1184.0,ADVOCARE FIBER BLEND,90.0,CITRUS PECTIN,3.0,10000099
1184.0,ADVOCARE FIBER BLEND,157.0,GUAR GUM,3.0,10000171
1184.0,ADVOCARE FIBER BLEND,453.0,PSYLLIUM HUSK FIBER,3.0,10000501
1184.0,ADVOCARE FIBER BLEND,1331.0,BUTTERNUT BARK POWDER,3.0,10001459
1190.0,FREE LIFE CITRI-C COMPLEX,893.0,VITAMIN C,1.0,10000979
1190.0,FREE LIFE CITRI-C COMPLEX,1433.0,ISOASCORBIC ACID,4.0,10001564
1190.0,FREE LIFE CITRI-C COMPLEX,1434.0,CIRANTIN,4.0,10001565
1190.0,FREE LIFE CITRI-C COMPLEX,1435.0,ISOSAKURANETIN-7-BETA-RUTINOSIDE,4.0,10001566
1190.0,FREE LIFE CITRI-C COMPLEX,1436.0,NARIRUTIN,4.0,10001567
1190.0,FREE LIFE CITRI-C COMPLEX,1437.0,ERIOCITRIN,4.0,10001568
1190.0,FREE LIFE CITRI-C COMPLEX,1438.0,NOBILETIN,4.0,10001569
1190.0,FREE LIFE CITRI-C COMPLEX,1439.0,TANGERETIN,4.0,10001570
1190.0,FREE LIFE CITRI-C COMPLEX,1440.0,HEPTAMETHOXYFLAVONE,4.0,10001571
1211.0,N-ZIMES BLEND,9.0,AMYLASE,4.0,10000015
1211.0,N-ZIMES BLEND,72.0,CELLULASE,4.0,10000081
1211.0,N-ZIMES BLEND,225.0,LIPASE,4.0,10000242
1211.0,N-ZIMES BLEND,293.0,PROTEASE,4.0,10000312
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,78.0,CHLORELLA,3.0,10000087
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,332.0,SPIRULINA,3.0,10000352
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,534.0,RED RASPBERRY LEAVES,3.0,10000602
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,562.0,BLUE GREEN ALGAE,3.0,10000631
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,618.0,ALFALFA (LEAF),3.0,10000690
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,741.0,CHAMOMILE,3.0,10000818
1229.0,SUPERNUTRITION SUPERFOOD-HERB PROPRIETARY BLEND #3,1414.0,DULCE,3.0,10001545
1231.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #1,78.0,CHLORELLA,3.0,10000087
1231.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #1,332.0,SPIRULINA,3.0,10000352
1231.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #1,562.0,BLUE GREEN ALGAE,3.0,10000631
1231.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #1,618.0,ALFALFA (LEAF),3.0,10000690
1231.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #1,1415.0,ICELAND MOSS,3.0,10001546
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,101.0,DANDELION ROOT,3.0,10000111
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,137.0,GINGER ROOT,3.0,10000151
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,150.0,GOTU KOLA,3.0,10000164
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,221.0,LICORICE ROOT,3.0,10000238
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,249.0,NETTLE LEAVES,3.0,10000267
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,276.0,PAU D'ARCO BARK,3.0,10000294
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,508.0,ASTRAGALUS,3.0,10000564
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,868.0,CINNAMON (BARK),3.0,10000954
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,1061.0,ELEUTHERO ROOT,3.0,10001161
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,1258.0,SUMA (STEMS),3.0,10001381
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,1332.0,SCHIZANDRA (ROOT),3.0,10001460
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,1335.0,ATRACTYLODES (ROOT),3.0,10001463
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,1416.0,REHMANNIA (ROOT),3.0,10001547
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,1417.0,CODONOPSIS,3.0,10001548
1232.0,SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2,3078.0,FO-TI,3.0,10003281
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,16.0,ASTRAGALUS ROOT,3.0,10000023
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,101.0,DANDELION ROOT,3.0,10000111
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,137.0,GINGER ROOT,3.0,10000151
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,150.0,GOTU KOLA,3.0,10000164
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,221.0,LICORICE ROOT,3.0,10000238
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,249.0,NETTLE LEAVES,3.0,10000267
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,276.0,PAU D'ARCO BARK,3.0,10000294
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,868.0,CINNAMON (BARK),3.0,10000954
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,1061.0,ELEUTHERO ROOT,3.0,10001161
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,1258.0,SUMA (STEMS),3.0,10001381
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,1332.0,SCHIZANDRA (ROOT),3.0,10001460
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,1335.0,ATRACTYLODES (ROOT),3.0,10001463
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,1416.0,REHMANNIA (ROOT),3.0,10001547
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,1417.0,CODONOPSIS,3.0,10001548
1252.0,SUPERNUTRITION HERBAL PROPRIETARY BLEND #2,3078.0,FO-TI,3.0,10003281
1254.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #4,78.0,CHLORELLA,3.0,10000087
1254.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #4,332.0,SPIRULINA,3.0,10000352
1254.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #4,562.0,BLUE GREEN ALGAE,3.0,10000631
1254.0,SUPERNUTRITION SUPERFOOD PROPRIETARY BLEND #4,618.0,ALFALFA (LEAF),3.0,10000690
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,101.0,DANDELION ROOT,3.0,10000111
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,137.0,GINGER ROOT,3.0,10000151
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,160.0,HAWTHORN,3.0,10000174
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,238.0,MARSHMALLOW ROOT,3.0,10000255
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,249.0,NETTLE LEAVES,3.0,10000267
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,276.0,PAU D'ARCO BARK,3.0,10000294
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,367.0,WATERCRESS,3.0,10000388
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,532.0,YARROW FLOWERS,3.0,10000600
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,560.0,TURMERIC ROOT,3.0,10000629
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,564.0,FLAX SEED,3.0,10000633
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1145.0,ROSEMARY (LEAF),3.0,10001252
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1304.0,PASSION FLOWER,3.0,10001430
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1333.0,WILD YAM (ROOT),3.0,10001461
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1335.0,ATRACTYLODES (ROOT),3.0,10001463
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1338.0,LAVENDER,3.0,10001466
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1341.0,CHRYSANTHEMUM,3.0,10001469
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1345.0,HEATHER,3.0,10001473
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1359.0,SKULLCAP,3.0,10001489
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1416.0,REHMANNIA (ROOT),3.0,10001547
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1707.0,RED CLOVER BLOSSOMS,3.0,10001855
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1725.0,"SQUAW VINE (VINE, LEAF, FRUIT)",3.0,10001876
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1836.0,HIBISCUS FLOWERS,3.0,10001988
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1850.0,PEONY,3.0,10002003
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1851.0,CRAMP BARK,3.0,10002004
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1852.0,STRAWBERRY (LEAVES),3.0,10002005
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,1853.0,LIGUSTICUM (LEAVES),3.0,10002006
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,2089.0,RED ROSEBUDS,3.0,10002250
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,2090.0,BOUGANVILLEA (PETALS),3.0,10002251
1255.0,SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6,2091.0,MAGNOLIA (PETALS),3.0,10002252
1262.0,KYO-GREEN BLEND,18.0,BARLEY GRASS POWDER,3.0,10000025
1262.0,KYO-GREEN BLEND,78.0,CHLORELLA,3.0,10000087
1262.0,KYO-GREEN BLEND,373.0,WHEAT GRASS JUICE POWDER,3.0,10000394
1262.0,KYO-GREEN BLEND,892.0,PACIFIC KELP POWDER (WHOLE),3.0,10000978
1262.0,KYO-GREEN BLEND,1351.0,BROWN RICE (COOKED),3.0,10001479
1269.0,METAFORM HYPERDRIVE  360 PROPRIETARY PROTEIN BLEND,481.0,GLUTAMINE PEPTIDE,5.0,10000534
1269.0,METAFORM HYPERDRIVE  360 PROPRIETARY PROTEIN BLEND,1700.0,WHEY PROTEIN HYDROLYSATE,4.0,10001848
1269.0,METAFORM HYPERDRIVE  360 PROPRIETARY PROTEIN BLEND,2702.0,CASEIN HYDROLYSATE,4.0,10002894
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,1477.0,MALTODEXTRIN,4.0,10001609
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,1773.0,FRUCTOSE,4.0,10001924
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,1774.0,CAMELLIA SINENSIS,3.0,10001925
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,1777.0,HIBISCUS EXTRACT,3.0,10001928
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,1778.0,CARDAMOM SEED EXTRACT,3.0,10001929
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,2570.0,LEMON PEEL,3.0,10002759
1279.0,HERBALIFE THERMOJETICS ORIGINAL BLEND,2678.0,MALVA SYLVESTRIS,3.0,10002870
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,5.0,ALFALFA,3.0,10000008
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,70.0,CASCADA SAGRADA BARK,3.0,10000079
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,101.0,DANDELION ROOT,3.0,10000111
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,221.0,LICORICE ROOT,3.0,10000238
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,313.0,SARSAPARILLA ROOT,3.0,10000333
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,314.0,SAW PALMETTO BERRIES,3.0,10000334
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,741.0,CHAMOMILE,3.0,10000818
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,843.0,ANGELICA ROOT,3.0,10000928
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,1302.0,HOREHOUND,3.0,10001428
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,1303.0,SENEGA (ROOT),3.0,10001429
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,1304.0,PASSION FLOWER,3.0,10001430
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,1305.0,THYME,3.0,10001431
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,1306.0,GENTIAN (ROOT),3.0,10001432
1301.0,KM PROPRIETARY HERBAL EXTRACT BLEND,1307.0,CELERY (SEED),3.0,10001433
1367.0,EQUINOX PROPRIETARY BLEND,89.0,CITRUS BIOFLAVONOIDS,3.0,10000098
1367.0,EQUINOX PROPRIETARY BLEND,92.0,COENZYME Q10,4.0,10000101
1367.0,EQUINOX PROPRIETARY BLEND,271.0,PARSLEY,3.0,10000289
1367.0,EQUINOX PROPRIETARY BLEND,518.0,ASTRAGALUS EXTRACT (ROOT),3.0,10000577
1367.0,EQUINOX PROPRIETARY BLEND,1001.0,L-TYROSINE,5.0,10001093
1367.0,EQUINOX PROPRIETARY BLEND,1037.0,PIPER NIGRUM EXTRACT,3.0,10001130
1367.0,EQUINOX PROPRIETARY BLEND,1306.0,GENTIAN (ROOT),3.0,10001432
1367.0,EQUINOX PROPRIETARY BLEND,1333.0,WILD YAM (ROOT),3.0,10001461
1367.0,EQUINOX PROPRIETARY BLEND,1370.0,BORAGE,3.0,10001500
1368.0,DIGEZYME PROPRIETARY BLEND,9.0,AMYLASE,4.0,10000015
1368.0,DIGEZYME PROPRIETARY BLEND,72.0,CELLULASE,4.0,10000081
1368.0,DIGEZYME PROPRIETARY BLEND,225.0,LIPASE,4.0,10000242
1368.0,DIGEZYME PROPRIETARY BLEND,1245.0,LACTASE,4.0,10001368
1368.0,DIGEZYME PROPRIETARY BLEND,1371.0,NEUTRAL PROTEASE,4.0,10001501
1369.0,FUJIAN PROPRIETARY BLEND,871.0,SCHIZANDRA (FRUIT),3.0,10000957
1369.0,FUJIAN PROPRIETARY BLEND,1385.0,SOYBEAN,3.0,10001515
1369.0,FUJIAN PROPRIETARY BLEND,1386.0,GANODERMA (MUSHROOM),3.0,10001516
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,41.0,BLESSED THISTLE,3.0,10000048
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,59.0,BURDOCK ROOT,3.0,10000066
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,137.0,GINGER ROOT,3.0,10000151
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,149.0,GOLDEN SEAL ROOT,3.0,10000163
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,305.0,RED CLOVER,3.0,10000324
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,317.0,SCULCAP,3.0,10000337
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,354.0,VALERIAN ROOT,3.0,10000375
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,603.0,CHAMOMILE (FLOWERS),3.0,10000674
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,646.0,PEPPERMINT LEAVES,3.0,10000718
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,769.0,PARSLEY LEAVES,3.0,10000849
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,795.0,CAYENNE (FRUIT),3.0,10000876
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,933.0,ECHINACEA ANGUSTIFOLIA ROOT,3.0,10001020
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,1337.0,FENNEL (SEED),3.0,10001465
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,1389.0,PRAIRIE DOCK ROOT,3.0,10001520
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,1390.0,SAGE LEAF,3.0,10001521
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,1391.0,ELECAMPANE ROOT,3.0,10001522
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,1392.0,BAYBERRY BARK,3.0,10001523
1388.0,INSURE HERBAL PROPRIETARY LIQUID BLEND,1393.0,BARBERRY BARK,3.0,10001524
1402.0,PRIME ONE PROPRIETARY BLEND,1394.0,GOLDEN MOLASSES,4.0,10001525
1402.0,PRIME ONE PROPRIETARY BLEND,1395.0,"ELEUTHERO (ROOT, STEMS, LEAVES)",3.0,10001526
1402.0,PRIME ONE PROPRIETARY BLEND,1396.0,RHAPONTICUM CARTHAMOIDES (ROOT),3.0,10001527
1402.0,PRIME ONE PROPRIETARY BLEND,1397.0,RHODIOLA ROSEA (FRUITS),3.0,10001528
1402.0,PRIME ONE PROPRIETARY BLEND,1398.0,ROSA MAJALIS (ROOT),3.0,10001529
1402.0,PRIME ONE PROPRIETARY BLEND,1399.0,ARALIA MANDSHURICA (ROOT),3.0,10001530
1402.0,PRIME ONE PROPRIETARY BLEND,1400.0,SCHIZANDRA (SEED),3.0,10001531
1402.0,PRIME ONE PROPRIETARY BLEND,1401.0,CHINESE LICORICE (ROOT),3.0,10001532
1405.0,KYOLIC ENZYME COMPLEX,9.0,AMYLASE,4.0,10000015
1405.0,KYOLIC ENZYME COMPLEX,72.0,CELLULASE,4.0,10000081
1405.0,KYOLIC ENZYME COMPLEX,225.0,LIPASE,4.0,10000242
1405.0,KYOLIC ENZYME COMPLEX,293.0,PROTEASE,4.0,10000312
1451.0,GREEN SOURCE PROPRIETARY BLEND,137.0,GINGER ROOT,3.0,10000151
1451.0,GREEN SOURCE PROPRIETARY BLEND,149.0,GOLDEN SEAL ROOT,3.0,10000163
1451.0,GREEN SOURCE PROPRIETARY BLEND,648.0,GINKGO BILOBA LEAF,3.0,10000720
1451.0,GREEN SOURCE PROPRIETARY BLEND,718.0,CAYENNE PEPPER (FRUIT),3.0,10000792
1451.0,GREEN SOURCE PROPRIETARY BLEND,866.0,MILK THISTLE (SEED),3.0,10000952
1451.0,GREEN SOURCE PROPRIETARY BLEND,901.0,ECHINACEA PURPUREA (AERIAL PARTS),3.0,10000987
1453.0,MEGA VITA-MIN PROPRIETARY BLEND,217.0,LECITHIN,4.0,10000233
1453.0,MEGA VITA-MIN PROPRIETARY BLEND,307.0,RICE BRAN,3.0,10000327
1453.0,MEGA VITA-MIN PROPRIETARY BLEND,367.0,WATERCRESS,3.0,10000388
1453.0,MEGA VITA-MIN PROPRIETARY BLEND,618.0,ALFALFA (LEAF),3.0,10000690
1453.0,MEGA VITA-MIN PROPRIETARY BLEND,769.0,PARSLEY LEAVES,3.0,10000849
1459.0,REJUVEX PROPRIETARY BLEND,45.0,BORON,2.0,10000052
1459.0,REJUVEX PROPRIETARY BLEND,692.0,DONG QUAI EXTRACT (ROOT),3.0,10000765
1459.0,REJUVEX PROPRIETARY BLEND,1460.0,MAMMARY GLAND POWDER,4.0,10001592
1459.0,REJUVEX PROPRIETARY BLEND,1461.0,OVARY GLAND POWDER,4.0,10001593
1459.0,REJUVEX PROPRIETARY BLEND,1462.0,UTERUS GLAND POWDER,4.0,10001594
1459.0,REJUVEX PROPRIETARY BLEND,1463.0,ADRENAL GLAND POWDER,4.0,10001595
1459.0,REJUVEX PROPRIETARY BLEND,1464.0,PITUITARY GLAND POWDER,4.0,10001596
1465.0,SCHIFF B COMPLEX PROPRIETARY BLEND,7.0,ALFALFA POWDER,3.0,10000010
1465.0,SCHIFF B COMPLEX PROPRIETARY BLEND,269.0,PARSLEY POWDER,3.0,10000287
1465.0,SCHIFF B COMPLEX PROPRIETARY BLEND,367.0,WATERCRESS,3.0,10000388
1465.0,SCHIFF B COMPLEX PROPRIETARY BLEND,1466.0,BROWN RICE CONCENTRATE,3.0,10001598
1465.0,SCHIFF B COMPLEX PROPRIETARY BLEND,2696.0,LECITHIN POWDER,4.0,10002888
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,9.0,AMYLASE,4.0,10000015
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,72.0,CELLULASE,4.0,10000081
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,225.0,LIPASE,4.0,10000242
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,233.0,MALT DIASTASE,4.0,10000250
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,293.0,PROTEASE,4.0,10000312
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,566.0,GLUCOAMYLASE,4.0,10000635
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,1245.0,LACTASE,4.0,10001368
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,1475.0,INVERTASE,4.0,10001607
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,2266.0,ACID STABLE PROTEASE,4.0,10002436
1468.0,ESSENTIALS FOR LIFE PROPRIETARY ENZYME BLEND,3263.0,PEPTIDASE,4.0,10003470
1470.0,FIZYME ENZYME BLEND,9.0,AMYLASE,4.0,10000015
1470.0,FIZYME ENZYME BLEND,72.0,CELLULASE,4.0,10000081
1470.0,FIZYME ENZYME BLEND,225.0,LIPASE,4.0,10000242
1470.0,FIZYME ENZYME BLEND,1245.0,LACTASE,4.0,10001368
1470.0,FIZYME ENZYME BLEND,1471.0,PROTEASE I,4.0,10001603
1470.0,FIZYME ENZYME BLEND,1472.0,PROTEASE II,4.0,10001604
1470.0,FIZYME ENZYME BLEND,1473.0,PEPTIZYME SP,4.0,10001605
1470.0,FIZYME ENZYME BLEND,2673.0,ALPHA-GALACTOSIDASE,4.0,10002865
